0,1,2,3,4,5,6,7
0.08907859866544433,0.9200071147466753,0.6345944371606722,0.09615536238475388,0.6345944371606722,0.27341135001768446,0.9999259182325311,0.9999259182325311
0.231563245644634,0.8871148906031107,0.5830350148034046,0.23676199254565616,0.5830350148034046,0.35282783228702186,1.0,1.0
0.1531546270290295,0.9036628339936376,0.6346445983394639,0.16455295608661663,0.6346445983394639,0.3229033498617203,0.9999259182325311,0.9999259182325311
0.10946873680460335,0.8935101562944741,0.5219095333945215,0.11933496748666218,0.5219095333945215,0.2854901502065323,0.9997036948821507,0.9997036948821507
0.14764672326946363,0.9096589792437408,0.5283648864488066,0.15779252414514006,0.5283648864488066,0.3141093757277571,0.9993333957984336,0.9993333957984336
0.25906239764958305,0.9142453115457628,0.5869200538297807,0.267734420370506,0.5869200538297807,0.3671643991397787,0.9988151307089901,0.9988151307089901
0.1356713365734774,0.9151983855453573,0.5040563186814829,0.14375700911389488,0.5040563186814829,0.30438738789701164,0.9981490531869511,0.9981490531869511
0.17747316765405574,0.8918587136914379,0.5258086211703945,0.1859500135702616,0.5258086211703945,0.3193408608015521,0.9973353606054616,0.9973353606054616
0.1394332271501646,0.8994336375222276,0.5092101851563791,0.14838187113342982,0.5092101851563791,0.30400960192143667,0.9963742940791944,0.9963742940791944
0.1600405880387518,0.9235031630032753,0.5103797175525364,0.1531635033245841,0.5103797175525364,0.3141734863603924,0.9952661383929028,0.9952661383929028
0.16521862267340873,0.9243161040506691,0.5175425246932173,0.17051207060169576,0.5175425246932173,0.3269272466732944,0.9940112219170325,0.9940112219170325
0.11943716055223709,0.9125546240452441,0.5427344717589541,0.12995929361120206,0.5427344717589541,0.29409352241090325,0.9926099165104187,0.9926099165104187
0.19401273587014845,0.9510810705933488,0.6388807980732177,0.1993261274466945,0.6388807980732177,0.33047619627512553,0.991062637410096,0.991062637410096
0.24967286270592975,0.9413372689711837,0.6562779146803808,0.25436659052151955,0.6562779146803808,0.34371963044836923,0.9893698431082549,0.9893698431082549
0.24301254995548646,0.9194463900680948,0.6451166969891043,0.2477419532321592,0.6451166969891043,0.33384103999337494,0.9875320352163806,0.9875320352163806
